"platform","neighbourhood_id","room_type_id","kitchen","tv","wifi","gym","elevator","fridge","heating","hair_dryer","air_conditioning","hot_tub","oven","bbq","coffee","pool","balcony","furniture","microwave","beds","accommodates","bathrooms","bedrooms","price"
"airbnb",11,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"5",8,"2.5","5","230.25"
"airbnb",2,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",4,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,"2",4,"1.5","2","88.42"
"airbnb",2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,"2",2,NULL,"1","87.50"
"airbnb",8,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","68.15"
"airbnb",10,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,NULL,4,NULL,"1",NULL
"airbnb",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",6,NULL,NULL,"84.73"
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,"2",4,"1","2","101.31"
"airbnb",3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",2,"1","1","78.28"
"airbnb",23,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,NULL,2,NULL,"1",NULL
"airbnb",3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"2",3,NULL,"2","51.58"
"airbnb",7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",17,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2",4,"1","1","89.34"
"airbnb",5,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1","1","87.50"
"airbnb",16,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,NULL,1,NULL,NULL,NULL
"airbnb",10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3,NULL,"1","55.26"
"airbnb",5,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"4",4,NULL,"1","68.15"
"airbnb",7,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",4,"1","1","62.63"
"airbnb",20,2,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,"1",2,NULL,NULL,"56.18"
"airbnb",9,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,"2",4,"1","1","89.34"
"airbnb",6,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1.5","1","35.00"
"airbnb",14,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3",6,"1","2","105.92"
"airbnb",10,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,"0",2,"1.5","0","55.26"
"airbnb",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"61.71"
"airbnb",20,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1","2","47.89"
"airbnb",2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"2",4,"1","1","128.94"
"airbnb",3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,"5",6,"1","2","60.79"
"airbnb",23,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NULL,5,NULL,"3",NULL
"booking",6,4,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"205.2500000000000000"
"airbnb",10,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,"1",2,"1","1","44.21"
"airbnb",10,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"1",2,"1","1","93.02"
"airbnb",4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"14.74"
"airbnb",22,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",4,"1","2","103.15"
"airbnb",5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,"1",2,"1","0","86.57"
"booking",4,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"209.0000000000000000"
"airbnb",10,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,"2",4,"1","1","152.89"
"airbnb",3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,"2",2,"1","0","159.33"
"booking",8,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"89.5625000000000000"
"airbnb",20,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"9",14,"2.5","2","123.41"
"airbnb",1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","128.02"
"airbnb",1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"3",5,"1","2","137.23"
"airbnb",21,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"1",3,"1","1","128.02"
"airbnb",17,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",20,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"1",2,NULL,"1","37.76"
"airbnb",18,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1","1","38.68"
"airbnb",8,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,"3",6,"2","3","221.04"
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1","0","74.60"
"airbnb",22,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"2",4,"1","1","58.94"
"airbnb",20,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,NULL,"2","104.07"
"airbnb",5,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",5,"1.5","2","92.10"
"airbnb",9,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",4,"1","1","45.13"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,NULL,4,NULL,"2",NULL
"airbnb",14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"54.34"
"airbnb",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"93.02"
"airbnb",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"74.60"
"airbnb",16,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","50.66"
"airbnb",14,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",1,"1","1","11.97"
"airbnb",9,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",7,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,NULL,6,NULL,"2",NULL
"airbnb",17,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,NULL,3,NULL,"1",NULL
"airbnb",7,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"1",2,"1","1","50.66"
"airbnb",12,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","1","49.73"
"airbnb",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6",7,NULL,NULL,"139.99"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","1","97.63"
"airbnb",7,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"3",5,"1.5","3","197.09"
"airbnb",3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,"0.5","1","54.34"
"airbnb",19,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"2",4,"1","1","45.13"
"airbnb",2,2,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"1",1,"1","1","36.84"
"booking",10,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"102.4666666666666667"
"airbnb",10,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","59.87"
"airbnb",10,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,"1",2,"1.5","1","96.70"
"airbnb",13,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,NULL,4,NULL,"1",NULL
"airbnb",9,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,"2",3,"1","2","138.15"
"airbnb",7,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,"1",2,"2","2","109.60"
"airbnb",2,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,"1",2,"1","1","93.94"
"airbnb",2,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,NULL,3,NULL,NULL,NULL
"airbnb",20,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","54.34"
"airbnb",8,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","101.31"
"airbnb",12,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,"1",2,"1","1","53.42"
"airbnb",15,2,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,"1",2,"1.5","1","42.37"
"airbnb",20,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,NULL,10,NULL,"4",NULL
"airbnb",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",4,NULL,NULL,"61.71"
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"4",3,"1.5","1","90.26"
"airbnb",14,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,4,NULL,NULL,NULL
"airbnb",15,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",1,"1.5","2","25.79"
"airbnb",10,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,"1",2,"1.5","1","71.84"
"airbnb",16,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,NULL,NULL,"66.31"
"airbnb",12,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,NULL,"1","62.63"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"4",4,"2","0","79.21"
"airbnb",3,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"1",2,"1","1","133.55"
"airbnb",20,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,"4",4,NULL,"1","184.20"
"airbnb",2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,"3",5,"1.5","2","138.15"
"airbnb",5,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"2",3,"1","0","36.84"
"airbnb",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3,NULL,NULL,NULL
"airbnb",12,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"3",2,"1","1","73.68"
"airbnb",11,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,"0",2,"1.5","1","179.59"
"airbnb",10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",4,NULL,NULL,"167.62"
"airbnb",6,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"2",2,"1","1","45.13"
"airbnb",2,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,"3",4,NULL,"1","69.08"
"airbnb",20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",4,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"2",4,"1","2","149.00"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,"2",4,"1","2","76.44"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,"2",4,"1.5","2","104.99"
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"3",7,"1.5","3","241.30"
"airbnb",18,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,"5",10,"2","3","174.99"
"airbnb",13,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"2",4,"1","1","87.50"
"booking",10,4,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"550.0000000000000000"
"booking",20,4,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"229.5000000000000000"
"airbnb",16,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1.5","1","69.08"
"airbnb",22,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,NULL,"1","46.97"
"airbnb",7,2,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,"1",2,"1","1","59.87"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,"1",2,NULL,"1","79.21"
"airbnb",10,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,NULL,3,NULL,"1",NULL
"airbnb",15,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1",NULL
"booking",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"190.7000000000000000"
"airbnb",16,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"4",6,NULL,"1","57.10"
"airbnb",8,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,NULL,4,NULL,"2",NULL
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","1","355.51"
"airbnb",8,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"4",6,"1.5","2","88.42"
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,NULL,4,NULL,"2",NULL
"airbnb",15,2,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,NULL,12,NULL,"1",NULL
"booking",5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"105.5000000000000000"
"airbnb",15,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","84.73"
"airbnb",22,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1","1","58.02"
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1","1","60.79"
"booking",14,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,NULL,NULL,NULL,NULL,"106.6250000000000000"
"airbnb",3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"2",4,NULL,"1","74.60"
"airbnb",19,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,NULL,"1","69.08"
"airbnb",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"52.50"
"airbnb",20,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",1,"1","1","69.08"
"airbnb",14,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,NULL,4,NULL,"2",NULL
"airbnb",4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","54.34"
"airbnb",22,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,"1","49.73"
"airbnb",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"56.18"
"booking",7,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"196.5625000000000000"
"airbnb",17,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2",2,"1.5","1","18.42"
"airbnb",2,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",4,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"1",5,"1","2","128.94"
"airbnb",17,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"5",5,"1","2","194.33"
"airbnb",7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,"1","1","70.92"
"airbnb",5,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,NULL,5,NULL,"2",NULL
"airbnb",11,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,"6",7,"1","3","83.81"
"airbnb",22,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,"1","1","13.82"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"2",4,"1.5","1","106.84"
"airbnb",1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",3,"1","0","82.89"
"airbnb",19,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"2",3,"1","1","55.26"
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",4,NULL,"1","78.28"
"airbnb",20,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","50.66"
"airbnb",2,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",7,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"2",4,"1","1","48.81"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,"5",8,"1.5","3","93.94"
"airbnb",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",4,"1","1","171.31"
"airbnb",2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",15,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,NULL,"1","47.89"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,"1",2,"1","1","51.58"
"airbnb",22,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,"2",2,"1","0","68.15"
"airbnb",16,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,"4",4,"2","2","124.34"
"airbnb",4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,"1","78.28"
"airbnb",2,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,NULL,1,NULL,"1",NULL
"airbnb",4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","1","90.26"
"airbnb",19,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"103.15"
"airbnb",16,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",4,"1","1","58.94"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"4",8,"1.5","3","127.10"
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",3,"1","1","72.76"
"airbnb",5,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","52.50"
"airbnb",20,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"2",3,"1","1","77.36"
"airbnb",6,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","61.71"
"airbnb",17,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,"1",2,"1.5","1","46.97"
"airbnb",22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",6,NULL,"3","93.94"
"airbnb",4,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",4,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",3,"1","1","64.47"
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,"2",4,"1","1","76.44"
"airbnb",10,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,NULL,NULL,"68.15"
"airbnb",12,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,"2",4,"1","1","69.08"
"airbnb",2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,"1",4,"1","1","138.15"
"airbnb",2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"2",1,"1","1","55.26"
"airbnb",3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",3,"1","1","92.10"
"booking",22,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,NULL,NULL,NULL,NULL,"96.5000000000000000"
"airbnb",10,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,"1",1,"1","3","276.30"
"airbnb",22,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,"1",2,"1","1","46.05"
"airbnb",4,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","44.21"
"airbnb",12,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,NULL,4,NULL,"1",NULL
"airbnb",2,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",1,NULL,NULL,"14.74"
"airbnb",14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1","73.68"
"airbnb",2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,"6",5,"1.5","1","100.39"
"airbnb",2,2,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,"1",2,NULL,NULL,"20.26"
"airbnb",10,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"2",4,"1","2","56.18"
"airbnb",5,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",12,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",18,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,"1",2,"1","1","69.08"
"airbnb",15,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,"2",4,"1","1","68.15"
"airbnb",22,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"303.93"
"airbnb",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,"1","1","73.68"
"airbnb",5,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,NULL,4,NULL,"2",NULL
"airbnb",11,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"2",3,"1.5","1","53.42"
"airbnb",3,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,NULL,"1","49.73"
"airbnb",9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,"1","52.50"
"airbnb",22,2,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,"2",2,"1","1","13.82"
"airbnb",5,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",13,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"2",3,NULL,NULL,"58.94"
"airbnb",12,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","0","77.36"
"airbnb",7,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"2",2,"1.5","1","99.47"
"airbnb",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",4,NULL,NULL,"97.63"
"airbnb",3,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1","1","80.13"
"airbnb",15,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,"3",6,"1.5","2","90.26"
"airbnb",10,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,"3",6,"1","1","50.66"
"airbnb",15,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",2,"1","1","38.68"
"airbnb",2,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"0",4,"1","3","109.60"
"airbnb",13,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,NULL,7,NULL,"2",NULL
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,"1",2,"1","1","79.21"
"airbnb",4,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",10,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"1",2,"1","1","53.42"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"6",6,"1","2","81.05"
"airbnb",18,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"4",5,"1","2","69.08"
"airbnb",12,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","0","48.81"
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1.5","2","113.28"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,"3",5,NULL,"2","207.23"
"airbnb",9,2,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,"1",1,NULL,NULL,"23.95"
"airbnb",12,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"1",2,"1","1","48.81"
"airbnb",4,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"3",4,"1","2","119.73"
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1.5","3","176.83"
"airbnb",9,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",4,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","87.50"
"airbnb",8,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"1",2,"1","1","26.71"
