"platform","neighbourhood_id","room_type_id","kitchen","tv","wifi","gym","elevator","fridge","heating","hair_dryer","air_conditioning","hot_tub","oven","bbq","coffee","pool","balcony","furniture","microwave","beds","accommodates","bathrooms","bedrooms","price"
"airbnb",10,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,"0",4,"1","1","62.63"
"booking",1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"271.1250000000000000"
"airbnb",9,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NULL,4,NULL,"1",NULL
"airbnb",6,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"booking",5,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"122.3333333333333333"
"airbnb",1,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"2",5,"2.5","2","371.16"
"airbnb",21,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,"1",2,"1","1","41.45"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,"2",4,"1.5","2","106.84"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1","1","60.79"
"airbnb",12,3,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"1",1,"1","1","30.39"
"airbnb",23,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,"2",2,"1","1","31.31"
"airbnb",3,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,"2",3,"1","1","84.73"
"airbnb",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"82.89"
"airbnb",15,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"2",4,"1.5","1","110.52"
"airbnb",7,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NULL,1,NULL,"2",NULL
"airbnb",12,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","57.10"
"airbnb",16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"0",2,"1","1","73.68"
"airbnb",8,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"2",3,"1","1","72.76"
"airbnb",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,NULL,NULL,"51.58"
"airbnb",12,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"3",4,"1","2","84.73"
"airbnb",12,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,"3",6,"2","2","132.62"
"airbnb",13,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",7,"1","1","144.60"
"airbnb",10,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"2",4,"1","2","124.34"
"airbnb",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,"2",4,"1","2","120.65"
"airbnb",18,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,"1","1","46.05"
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"2",3,NULL,"1","77.36"
"airbnb",2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,"2",4,"1.5","2","111.44"
"airbnb",9,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"2",3,"1","1","99.47"
"airbnb",12,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","55.26"
"airbnb",1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",10,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,"1",3,"1","1","50.66"
"airbnb",12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"2",3,"1","1","55.26"
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"2","2","232.09"
"airbnb",14,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"3",6,"1","1","66.31"
"airbnb",7,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",4,"1","1","55.26"
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,"2",3,"1.5","1","76.44"
"airbnb",15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4,"1","0","92.10"
"airbnb",12,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",4,"1","1","59.87"
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1.5","1","91.18"
"airbnb",7,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",4,NULL,"2","69.08"
"airbnb",3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,"2",3,"1","1","78.28"
"airbnb",15,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,NULL,3,NULL,"1",NULL
"airbnb",10,2,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,"1",1,"1","1","27.63"
"airbnb",16,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"1",4,"1","1","43.29"
"airbnb",4,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",2,"2","1","36.84"
"airbnb",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"84.73"
"airbnb",11,2,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,NULL,3,NULL,NULL,NULL
"airbnb",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",6,NULL,NULL,"139.99"
"airbnb",3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",10,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","1","156.57"
"airbnb",22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,"3",5,NULL,"1","72.76"
"airbnb",7,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",5,"1.5","2","143.68"
"airbnb",16,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","26.71"
"airbnb",6,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,NULL,3,NULL,NULL,NULL
"airbnb",16,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NULL,6,NULL,"2",NULL
"airbnb",3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,"0.5","1","36.84"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","1","87.50"
"airbnb",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"71.84"
"airbnb",16,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"4",6,"1.5","2","123.41"
"airbnb",7,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"58.94"
"airbnb",9,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","47.89"
"airbnb",2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"3",5,"1","2","180.52"
"airbnb",7,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,"3",5,"1","0","119.73"
"airbnb",16,2,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",1,"1","1","18.42"
"airbnb",3,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,"1",2,"1","1","62.63"
"airbnb",9,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",21,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,NULL,7,NULL,"3",NULL
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,"4",8,NULL,"3","136.31"
"airbnb",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"46.05"
"airbnb",16,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1.5","1","69.08"
"airbnb",2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"2",2,"1","0","55.26"
"airbnb",2,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,"1",2,"1","1","81.05"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"2",3,"1","1","58.02"
"airbnb",2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,3,NULL,NULL,NULL
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",2,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,NULL,4,NULL,"1",NULL
"airbnb",12,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",1,"1","1","62.63"
"airbnb",11,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1","2","62.63"
"airbnb",22,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1",NULL
"airbnb",18,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NULL,4,NULL,"1",NULL
"airbnb",6,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",9,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",4,"1","1","256.96"
"airbnb",5,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","0","44.21"
"airbnb",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3,NULL,NULL,"84.73"
"airbnb",5,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,"2",6,"1.5","2","129.86"
"airbnb",21,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"3",4,"1","1","110.52"
"airbnb",21,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,"3",6,"1","2","55.26"
"airbnb",7,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,"1",2,"1","1","82.89"
"airbnb",18,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"1",4,"1","1","60.79"
"booking",1,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"143.0000000000000000"
"airbnb",16,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,"2",4,"1","2","114.20"
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,"3",3,"1.5","2","97.63"
"airbnb",20,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,"4",5,"1","2","206.30"
"airbnb",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3,NULL,NULL,"101.31"
"airbnb",9,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"1",3,"1","1","59.87"
"airbnb",4,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,"3",5,"1","2","92.10"
"airbnb",6,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,4,NULL,NULL,NULL
"airbnb",5,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,3,NULL,NULL,NULL
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,NULL,"1","55.26"
"airbnb",5,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",10,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,"3",6,"1.5","3","127.10"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"4",5,"1.5","2","101.31"
"airbnb",8,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,"2",4,"1","2","189.73"
"airbnb",18,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",18,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",21,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,"4",6,"1","1","103.15"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",5,"1","2","58.94"
"airbnb",20,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,NULL,"1","184.20"
"airbnb",23,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","0","49.73"
"airbnb",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"121.57"
"airbnb",6,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",1,"1.5","1","60.79"
"airbnb",9,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"4",3,"1","1","80.13"
"airbnb",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"110.52"
"airbnb",5,2,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",10,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,"0",4,"1.5","0","62.63"
"airbnb",8,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,NULL,4,NULL,"1",NULL
"booking",21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NULL,NULL,NULL,NULL,"104.2727272727272727"
"airbnb",18,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,"1",4,"1","1","56.18"
"airbnb",2,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,"1",2,"1.5","1","50.66"
"airbnb",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"51.58"
"airbnb",22,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"1",4,"1","1","162.10"
"airbnb",3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,"1","1","38.68"
"airbnb",17,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1.5","1","85.65"
"airbnb",4,2,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",15,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"3",6,"1.5","2","71.84"
"airbnb",4,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,NULL,4,NULL,"1",NULL
"airbnb",10,2,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1","1","123.41"
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"0",6,"1.5","2","81.05"
"airbnb",16,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,"1","82.89"
"airbnb",13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1",NULL
"airbnb",9,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,"2",4,"1","1","55.26"
"airbnb",2,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","2","148.28"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"0",2,"1","1","46.97"
"booking",12,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"108.6250000000000000"
"airbnb",9,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,"2",4,"1","1","62.63"
"airbnb",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"110.52"
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1.5","1","91.18"
"airbnb",10,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,"2",4,"1","1","52.50"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,"3",4,"1.5","2","224.72"
"airbnb",10,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","0","49.73"
"airbnb",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,NULL
"airbnb",4,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"2",NULL
"airbnb",20,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,NULL,11,NULL,"3",NULL
"airbnb",20,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,"2",4,"1.5","2","98.55"
"airbnb",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"136.31"
"airbnb",8,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,NULL,6,NULL,"3",NULL
"airbnb",12,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,NULL,4,NULL,"1",NULL
"airbnb",22,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","57.10"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,"2",4,"1.5","1","70.00"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,"3",6,NULL,"1","64.47"
"airbnb",11,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,"1",2,"1","1","76.44"
"airbnb",9,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,NULL,"1","65.39"
"airbnb",3,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"0",2,"0","0","56.18"
"airbnb",22,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,"1",2,"1","0","100.39"
"airbnb",9,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",2,"1","1","110.52"
"airbnb",18,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",4,"1.5","1","69.08"
"airbnb",19,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"booking",1,4,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"452.3750000000000000"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,"2",3,"1","1","70.92"
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,"1",2,"1","0","58.94"
"airbnb",14,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,"1",4,"2","1","178.67"
"airbnb",12,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1.5","1","33.16"
"airbnb",2,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,"1",2,"1.5","1","77.36"
"airbnb",9,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"3",3,"1","1","68.15"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"2",3,"1","1","46.97"
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1.5","0","58.02"
"airbnb",1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"2",5,"1","1","267.09"
"airbnb",17,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",2,NULL,"1","44.21"
"airbnb",22,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,1,NULL,"2",NULL
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"5",6,"1","1","48.81"
"airbnb",14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",10,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"4",4,NULL,"1","78.28"
"airbnb",19,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,"2",3,NULL,"1","84.73"
"airbnb",5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"3",6,"1.5","3","159.33"
"airbnb",19,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,"2",4,"1.5","1","146.44"
"airbnb",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",4,NULL,NULL,"35.92"
"airbnb",3,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",2,"1","1","60.79"
"airbnb",10,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","92.10"
"airbnb",1,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"2",3,"1","1","192.49"
"airbnb",7,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"0",3,"1","1",NULL
"booking",20,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"159.3333333333333333"
"airbnb",2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"1",2,"1","1","114.20"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"5",7,"1","1","85.65"
"airbnb",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"90.26"
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","1","54.34"
"airbnb",16,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,NULL,"1","59.87"
"airbnb",16,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,"2",3,"1","0","55.26"
"airbnb",15,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"3",4,"2.5","1","163.94"
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"3",6,"1","1","58.02"
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,NULL,2,NULL,"1",NULL
"airbnb",2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","92.10"
"airbnb",20,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"0",6,"1","1","65.39"
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"2",4,NULL,"2","87.50"
"airbnb",3,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"1",3,"1","1","81.05"
"airbnb",3,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"1",2,"1","1","35.00"
"airbnb",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,NULL
"airbnb",8,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","128.94"
"airbnb",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,"2",4,"1.5","2","125.26"
"airbnb",18,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,"3",6,"1","2","165.78"
"airbnb",2,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"2",6,"1.5","1","76.44"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",4,"1.5","1","82.89"
"airbnb",3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",2,"1","1","46.05"
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1","1","50.66"
"airbnb",7,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,NULL,4,NULL,"1",NULL
"airbnb",3,2,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,NULL,4,NULL,NULL,NULL
"airbnb",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",4,NULL,NULL,"101.31"
"airbnb",10,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,NULL,6,NULL,"1",NULL
"airbnb",8,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"2",2,"1","1","77.36"
"airbnb",10,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"4",6,"1","2","152.89"
"airbnb",9,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","152.89"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,NULL,2,NULL,"1",NULL
"booking",10,4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"112.1250000000000000"
"airbnb",2,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"27.63"
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,NULL,5,NULL,"2",NULL
"booking",5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,"71.3076923076923077"
"airbnb",1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","1","121.57"
"airbnb",23,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,"3",6,"1.5","2","91.18"
"airbnb",12,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"2","2","56.18"
"airbnb",6,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",7,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,NULL,3,NULL,"1",NULL
